time,gps_speed(m/s),mm_lon,mm_lat
1675110383585,0.0,-81.831623,28.82555
1675110383652,0.0,-81.831623,28.82555
1675110383718,0.0,-81.831623,28.825549
1675110383785,0.0,-81.831623,28.825549
1675110383852,0.0,-81.831623,28.825549
1675110383918,0.0,-81.831623,28.825549
1675110383985,0.0,-81.831623,28.825549
1675110384052,0.0,-81.831623,28.825549
1675110384118,0.0,-81.831623,28.825549
1675110384185,0.0,-81.831623,28.825548
1675110384252,0.0,-81.831623,28.825548
1675110384318,0.0,-81.831623,28.825548
1675110384385,0.0,-81.831623,28.825548
1675110384452,0.0,-81.831623,28.825548
1675110384518,0.0,-81.831623,28.825548
1675110384585,0.0,-81.831623,28.825547
1675110384652,0.0,-81.831623,28.825547
1675110384718,0.0,-81.831623,28.825547
1675110384785,0.0,-81.831623,28.825547
1675110384852,0.0,-81.831623,28.825547
1675110384918,0.0,-81.831623,28.825547
1675110384985,0.0,-81.831623,28.825546
1675110385052,0.0,-81.831623,28.825546
1675110385118,0.0,-81.831623,28.825546
1675110385185,0.0,-81.831623,28.825546
1675110385252,0.0,-81.831623,28.825546
1675110385318,0.0,-81.831623,28.825546
1675110385385,0.0,-81.831623,28.825546
1675110385452,0.0,-81.831623,28.825545
1675110385518,0.0,-81.831623,28.825545
1675110385585,0.0,-81.831623,28.825545
1675110385652,0.0,-81.831622,28.825545
1675110385718,0.0,-81.831622,28.825545
1675110385785,0.0,-81.831622,28.825545
1675110385852,0.0,-81.831622,28.825544
1675110385918,0.0,-81.831622,28.825544
1675110385985,0.0,-81.831622,28.825544
1675110386052,0.0,-81.831622,28.825544
1675110386118,0.0,-81.831622,28.825544
1675110386185,0.0,-81.831622,28.825544
1675110386252,0.0,-81.831622,28.825543
1675110386318,0.0,-81.831622,28.825543
1675110386385,0.0,-81.831622,28.825543
1675110386452,0.0,-81.831622,28.825543
1675110386518,0.0,-81.831622,28.825543
1675110386585,0.0,-81.831622,28.825543
1675110386652,0.0,-81.831622,28.825543
1675110386718,0.0,-81.831622,28.825542
1675110386785,0.0,-81.831622,28.825542
1675110386852,0.0,-81.831622,28.825542
1675110386918,0.0,-81.831622,28.825542
1675110386985,0.0,-81.831622,28.825542
1675110387052,0.0,-81.831622,28.825542
1675110387118,0.0,-81.831622,28.825541
1675110387185,0.0,-81.831622,28.825541
1675110387252,0.0,-81.831622,28.825541
1675110387318,0.0,-81.831622,28.825541
1675110387385,0.0,-81.831622,28.825541
1675110387452,0.0,-81.831622,28.825541
1675110387518,0.0,-81.831622,28.82554
1675110387585,0.0,-81.831622,28.82554
1675110387652,0.0,-81.831622,28.82554
1675110387718,0.0,-81.831622,28.82554
1675110387785,0.0,-81.831622,28.82554
1675110387852,0.0,-81.831622,28.82554
1675110387918,0.0,-81.831622,28.82554
1675110387985,0.0,-81.831622,28.825539
1675110388052,0.0,-81.831622,28.825539
1675110388118,0.0,-81.831622,28.825539
1675110388185,0.0,-81.831621,28.825539
1675110388252,0.0,-81.831621,28.825539
1675110388318,0.0,-81.831621,28.825539
1675110388385,0.0,-81.831621,28.825538
1675110388452,0.0,-81.831621,28.825538
1675110388518,0.0,-81.831621,28.825538
1675110388585,0.0,-81.831621,28.825538
1675110388652,0.0,-81.831621,28.825538
1675110388718,0.0,-81.831621,28.825538
1675110388785,0.0,-81.831621,28.825537
1675110388852,0.0,-81.831621,28.825537
1675110388918,0.0,-81.831621,28.825537
1675110388985,0.0,-81.831621,28.825537
1675110389052,0.0,-81.831621,28.825537
1675110389118,0.0,-81.831621,28.825537
1675110389185,0.0,-81.831621,28.825537
1675110389252,0.0,-81.831621,28.825536
1675110389318,0.0,-81.831621,28.825536
1675110389385,0.0,-81.831621,28.825536
1675110389452,0.0,-81.831621,28.825536
1675110389518,0.0,-81.831621,28.825536
1675110389585,0.0,-81.831621,28.825536
1675110389652,0.0,-81.831621,28.825535
1675110389718,0.0,-81.831621,28.825535
1675110389785,0.0,-81.831621,28.825535
1675110389852,0.0,-81.831621,28.825535
1675110389918,0.0,-81.831621,28.825535
1675110389985,0.0,-81.831621,28.825535
1675110390052,0.0,-81.831621,28.825535
1675110390118,0.0,-81.831621,28.825534
1675110390185,0.0,-81.831621,28.825534
1675110390252,0.0,-81.831621,28.825534
1675110390318,0.0,-81.831621,28.825534
1675110390385,0.0,-81.831621,28.825534
1675110390452,0.0,-81.831621,28.825534
1675110390518,0.0,-81.831621,28.825533
1675110390585,0.0,-81.831621,28.825533
1675110390652,0.0,-81.831621,28.825533
1675110390718,0.0,-81.83162,28.825533
1675110390785,0.0,-81.83162,28.825533
1675110390852,0.0,-81.83162,28.825533
1675110390918,0.0,-81.83162,28.825532
1675110390985,0.0,-81.83162,28.825532
1675110391052,0.0,-81.83162,28.825532
1675110391118,0.0,-81.83162,28.825532
1675110391185,0.0,-81.83162,28.825532
1675110391252,0.0,-81.83162,28.825532
1675110391318,0.0,-81.83162,28.825532
1675110391385,0.0,-81.83162,28.825531
1675110391452,0.0,-81.83162,28.825531
1675110391518,0.0,-81.83162,28.825531
1675110391585,0.0,-81.83162,28.825531
1675110391652,0.0,-81.83162,28.825531
1675110391718,0.0,-81.83162,28.825531
1675110391785,0.0,-81.83162,28.82553
1675110391852,0.0,-81.83162,28.82553
1675110391918,0.0,-81.83162,28.82553
1675110391985,0.0,-81.83162,28.82553
1675110392052,0.0,-81.83162,28.82553
1675110392118,0.0,-81.83162,28.82553
1675110392185,0.0,-81.83162,28.825529
1675110392252,0.0,-81.83162,28.825529
1675110392318,0.0,-81.83162,28.825529
1675110392385,0.0,-81.83162,28.825529
1675110392452,0.0,-81.83162,28.825529
1675110392518,0.0,-81.83162,28.825529
1675110392585,0.0,-81.83162,28.825529
1675110392652,0.0,-81.83162,28.825528
1675110392718,0.0,-81.83162,28.825528
1675110392785,0.0,-81.83162,28.825528
1675110392852,0.0,-81.83162,28.825528
1675110392918,0.0,-81.83162,28.825528
1675110392985,0.0,-81.83162,28.825528
1675110393052,0.0,-81.83162,28.825527
1675110393118,0.0,-81.83162,28.825527
1675110393185,0.0,-81.83162,28.825527
1675110393252,0.0,-81.831619,28.825527
1675110393318,0.0,-81.831619,28.825527
1675110393385,0.0,-81.831619,28.825527
1675110393452,0.0,-81.831619,28.825526
1675110393518,0.0,-81.831619,28.825526
1675110393585,0.0,-81.831619,28.825526
1675110393652,0.0,-81.831619,28.825526
1675110393718,0.0,-81.831619,28.825526
1675110393785,0.0,-81.831619,28.825526
1675110393852,0.0,-81.831619,28.825526
1675110393918,0.0,-81.831619,28.825525
1675110393985,0.0,-81.831619,28.825525
1675110394052,0.0,-81.831619,28.825525
1675110394118,0.0,-81.831619,28.825525
1675110394185,0.0,-81.831619,28.825525
1675110394252,0.0,-81.831619,28.825525
1675110394318,0.0,-81.831619,28.825524
1675110394385,0.0,-81.831619,28.825524
1675110394452,0.0,-81.831619,28.825524
1675110394518,0.0,-81.831619,28.825524
1675110394585,0.0,-81.831619,28.825524
1675110394652,0.0,-81.831619,28.825524
1675110394718,0.0,-81.831619,28.825523
1675110394785,0.0,-81.831619,28.825523
1675110394852,0.0,-81.831619,28.825523
1675110394918,0.0,-81.831619,28.825523
1675110394985,0.0,-81.831619,28.825523
1675110395052,0.0,-81.831619,28.825523
1675110395118,0.0,-81.831619,28.825523
1675110395185,0.0,-81.831619,28.825522
1675110395252,0.0,-81.831619,28.825522
1675110395318,0.0,-81.831619,28.825522
1675110395385,0.0,-81.831619,28.825522
1675110395452,0.0,-81.831619,28.825522
1675110395518,0.0,-81.831619,28.825522
1675110395585,0.0,-81.831619,28.825521
1675110395652,0.0,-81.831619,28.825521
1675110395718,0.0,-81.831619,28.825521
1675110395785,0.0,-81.831618,28.825521
1675110395852,0.0,-81.831618,28.825521
1675110395918,0.0,-81.831618,28.825521
1675110395985,0.0,-81.831618,28.82552
1675110396052,0.0,-81.831618,28.82552
1675110396118,0.0,-81.831618,28.82552
1675110396185,0.0,-81.831618,28.82552
1675110396252,0.0,-81.831618,28.82552
1675110396318,0.0,-81.831618,28.82552
1675110396385,0.0,-81.831618,28.82552
1675110396452,0.0,-81.831618,28.825519
1675110396518,0.0,-81.831618,28.825519
1675110396585,0.0,-81.831618,28.825519
1675110396652,0.0,-81.831618,28.825519
1675110396718,0.0,-81.831618,28.825519
1675110396785,0.0,-81.831618,28.825519
1675110396852,0.0,-81.831618,28.825518
1675110396918,0.0,-81.831618,28.825518
1675110396985,0.0,-81.831618,28.825518
1675110397052,0.0,-81.831618,28.825518
1675110397118,0.0,-81.831618,28.825518
1675110397185,0.0,-81.831618,28.825518
1675110397252,0.0,-81.831618,28.825517
1675110397318,0.0,-81.831618,28.825517
1675110397385,0.0,-81.831618,28.825517
1675110397452,0.0,-81.831618,28.825517
1675110397518,0.0,-81.831618,28.825517
1675110397585,0.0,-81.831618,28.825517
1675110397652,0.0,-81.831618,28.825517
1675110397718,0.0,-81.831618,28.825516
1675110397785,0.0,-81.831618,28.825516
1675110397852,0.0,-81.831618,28.825516
1675110397918,0.0,-81.831618,28.825516
1675110397985,0.0,-81.831618,28.825516
1675110398052,0.0,-81.831618,28.825516
1675110398118,0.0,-81.831618,28.825515
1675110398185,0.0,-81.831618,28.825515
1675110398252,0.0,-81.831618,28.825515
1675110398318,0.0,-81.831617,28.825515
1675110398385,0.0,-81.831617,28.825515
1675110398452,0.0,-81.831617,28.825515
1675110398518,0.0,-81.831617,28.825514
1675110398585,0.0,-81.831617,28.825514
1675110398652,0.0,-81.831617,28.825514
1675110398718,0.0,-81.831617,28.825514
1675110398785,0.0,-81.831617,28.825514
1675110398852,0.0,-81.831617,28.825514
1675110398918,0.0,-81.831617,28.825514
1675110398985,0.0,-81.831617,28.825513
1675110399052,0.0,-81.831617,28.825513
1675110399118,0.0,-81.831617,28.825513
1675110399185,0.0,-81.831617,28.825513
1675110399252,0.0,-81.831617,28.825513
1675110399318,0.0,-81.831617,28.825513
1675110399385,0.0,-81.831617,28.825512
1675110399452,0.0,-81.831617,28.825512
1675110399518,0.0,-81.831617,28.825512
1675110399585,0.0,-81.831617,28.825512
1675110399652,0.0,-81.831617,28.825512
1675110399718,0.0,-81.831617,28.825512
1675110399785,0.0,-81.831617,28.825511
1675110399852,0.0,-81.831617,28.825511
1675110399918,0.0,-81.831617,28.825511
1675110399985,0.0,-81.831617,28.825511
1675110400052,0.0,-81.831617,28.825511
1675110400118,0.0,-81.831617,28.825511
1675110400185,0.0,-81.831617,28.825511
1675110400252,0.0,-81.831617,28.82551
1675110400318,0.0,-81.831617,28.82551
1675110400385,0.0,-81.831617,28.82551
1675110400452,0.0,-81.831617,28.82551
1675110400518,0.0,-81.831617,28.82551
1675110400585,0.0,-81.831617,28.82551
1675110400652,0.0,-81.831617,28.825509
1675110400718,0.0,-81.831617,28.825509
1675110400785,0.0,-81.831617,28.825509
1675110400852,0.0,-81.831616,28.825509
1675110400918,0.0,-81.831616,28.825509
1675110400985,0.0,-81.831616,28.825509
1675110401052,0.0,-81.831616,28.825508
1675110401118,0.0,-81.831616,28.825508
1675110401185,0.0,-81.831616,28.825508
1675110401252,0.0,-81.831616,28.825508
1675110401318,0.0,-81.831616,28.825508
1675110401385,0.0,-81.831616,28.825508
1675110401452,0.0,-81.831616,28.825508
1675110401518,0.0,-81.831616,28.825507
1675110401585,0.0,-81.831616,28.825507
1675110401652,0.0,-81.831616,28.825507
1675110401718,0.0,-81.831616,28.825507
1675110401785,0.0,-81.831616,28.825507
1675110401852,0.0,-81.831616,28.825507
1675110401918,0.0,-81.831616,28.825506
1675110401985,0.0,-81.831616,28.825506
1675110402052,0.0,-81.831616,28.825506
1675110402118,0.0,-81.831616,28.825506
1675110402185,0.0,-81.831616,28.825506
1675110402252,0.0,-81.831616,28.825506
1675110402318,0.0,-81.831616,28.825505
1675110402385,0.0,-81.831616,28.825505
1675110402452,0.0,-81.831616,28.825505
1675110402518,0.0,-81.831616,28.825505
1675110402585,0.0,-81.831616,28.825505
1675110402652,0.0,-81.831616,28.825505
1675110402718,0.0,-81.831616,28.825505
1675110402785,0.0,-81.831616,28.825504
1675110402852,0.0,-81.831616,28.825504
1675110402918,0.0,-81.831616,28.825504
1675110402985,0.0,-81.831616,28.825504
1675110403052,0.0,-81.831616,28.825504
1675110403118,0.0,-81.831616,28.825504
1675110403185,0.0,-81.831616,28.825503
1675110403252,0.0,-81.831616,28.825503
1675110403318,0.0,-81.831616,28.825503
1675110403385,0.0,-81.831615,28.825503
1675110403452,0.0,-81.831615,28.825503
1675110403518,0.0,-81.831615,28.825503
1675110403585,0.0,-81.831615,28.825503
1675110403652,0.0,-81.831615,28.825502
1675110403718,0.0,-81.831615,28.825502
1675110403785,0.0,-81.831615,28.825502
1675110403852,0.0,-81.831615,28.825502
1675110403918,0.0,-81.831615,28.825502
1675110403985,0.0,-81.831615,28.825502
1675110404052,0.0,-81.831615,28.825501
1675110404118,0.0,-81.831615,28.825501
1675110404185,0.0,-81.831615,28.825501
1675110404252,0.0,-81.831615,28.825501
1675110404318,0.0,-81.831615,28.825501
1675110404385,0.0,-81.831615,28.825501
1675110404452,0.0,-81.831615,28.8255
1675110404518,0.0,-81.831615,28.8255
1675110404585,0.0,-81.831615,28.8255
1675110404652,0.0,-81.831615,28.8255
1675110404718,0.0,-81.831615,28.8255
1675110404785,0.0,-81.831615,28.8255
1675110404852,0.0,-81.831615,28.8255
1675110404918,0.0,-81.831615,28.825499
1675110404985,0.0,-81.831615,28.825499
1675110405052,0.0,-81.831615,28.825499
1675110405118,0.0,-81.831615,28.825499
1675110405185,0.0,-81.831615,28.825499
1675110405252,0.0,-81.831615,28.825499
1675110405318,0.0,-81.831615,28.825498
1675110405385,0.0,-81.831615,28.825498
1675110405452,0.0,-81.831615,28.825498
1675110405518,0.0,-81.831615,28.825498
1675110405585,0.0,-81.831615,28.825498
1675110405652,0.0,-81.831615,28.825498
1675110405718,0.0,-81.831615,28.825497
1675110405785,0.0,-81.831615,28.825497
1675110405852,0.0,-81.831615,28.825497
1675110405918,0.0,-81.831614,28.825497
1675110405985,0.0,-81.831614,28.825497
1675110406052,0.0,-81.831614,28.825497
1675110406118,0.0,-81.831614,28.825497
1675110406185,0.0,-81.831614,28.825496
1675110406252,0.0,-81.831614,28.825496
1675110406318,0.0,-81.831614,28.825496
1675110406385,0.0,-81.831614,28.825496
1675110406452,0.0,-81.831614,28.825496
1675110406518,0.0,-81.831614,28.825496
1675110406585,0.0,-81.831614,28.825495
1675110406652,0.0,-81.831614,28.825495
1675110406718,0.0,-81.831614,28.825495
1675110406785,0.0,-81.831614,28.825495
1675110406852,0.0,-81.831614,28.825495
1675110406918,0.0,-81.831614,28.825495
1675110406985,0.0,-81.831614,28.825494
1675110407052,0.0,-81.831614,28.825494
1675110407118,0.0,-81.831614,28.825494
1675110407185,0.0,-81.831614,28.825494
1675110407252,0.0,-81.831614,28.825494
1675110407318,0.0,-81.831614,28.825494
1675110407385,0.0,-81.831614,28.825494
1675110407452,0.0,-81.831614,28.825493
1675110407518,0.0,-81.831614,28.825493
1675110407585,0.0,-81.831614,28.825493
1675110407652,0.0,-81.831614,28.825493
1675110407718,0.0,-81.831614,28.825493
1675110407785,0.0,-81.831614,28.825493
1675110407852,0.0,-81.831614,28.825492
1675110407918,0.0,-81.831614,28.825492
1675110407985,0.0,-81.831614,28.825492
1675110408052,0.0,-81.831614,28.825492
1675110408118,0.0,-81.831614,28.825492
1675110408185,0.0,-81.831614,28.825492
1675110408252,0.0,-81.831614,28.825491
1675110408318,0.0,-81.831614,28.825491
1675110408385,0.0,-81.831614,28.825491
1675110408452,0.0,-81.831613,28.825491
1675110408518,0.0,-81.831613,28.825491
1675110408585,0.0,-81.831613,28.825491
1675110408652,0.0,-81.831613,28.825491
1675110408718,0.0,-81.831613,28.82549
1675110408785,0.0,-81.831613,28.82549
1675110408852,0.0,-81.831613,28.82549
1675110408918,0.0,-81.831613,28.82549
1675110408985,0.0,-81.831613,28.82549
1675110409052,0.0,-81.831613,28.82549
1675110409118,0.0,-81.831613,28.825489
1675110409185,0.0,-81.831613,28.825489
1675110409252,0.0,-81.831613,28.825489
1675110409318,0.0,-81.831613,28.825489
1675110409385,0.0,-81.831613,28.825489
1675110409452,0.0,-81.831613,28.825489
1675110409518,0.0,-81.831613,28.825488
1675110409585,0.0,-81.831613,28.825488
1675110409652,0.0,-81.831613,28.825488
1675110409718,0.0,-81.831613,28.825488
1675110409785,0.0,-81.831613,28.825488
1675110409852,0.0,-81.831613,28.825488
1675110409918,0.0,-81.831613,28.825488
1675110409985,0.0,-81.831613,28.825487
1675110410052,0.0,-81.831613,28.825487
1675110410118,0.0,-81.831613,28.825487
1675110410185,0.0,-81.831613,28.825487
1675110410252,0.0,-81.831613,28.825487
1675110410318,0.0,-81.831613,28.825487
1675110410385,0.0,-81.831613,28.825486
1675110410452,0.0,-81.831613,28.825486
1675110410518,0.0,-81.831613,28.825486
1675110410585,0.0,-81.831613,28.825486
1675110410652,0.0,-81.831613,28.825486
1675110410718,0.0,-81.831613,28.825486
1675110410785,0.0,-81.831613,28.825485
1675110410852,0.0,-81.831613,28.825485
1675110410918,0.0,-81.831613,28.825485
1675110410985,0.0,-81.831613,28.825485
1675110411052,0.0,-81.831612,28.825485
1675110411118,0.0,-81.831612,28.825485
1675110411185,0.0,-81.831612,28.825485
1675110411252,0.0,-81.831612,28.825484
1675110411318,0.0,-81.831612,28.825484
1675110411385,0.0,-81.831612,28.825484
1675110411452,0.0,-81.831612,28.825484
1675110411518,0.0,-81.831612,28.825484
1675110411585,0.0,-81.831612,28.825484
1675110411652,0.0,-81.831612,28.825483
1675110411718,0.0,-81.831612,28.825483
1675110411785,0.0,-81.831612,28.825483
1675110411852,0.0,-81.831612,28.825483
1675110411918,0.0,-81.831612,28.825483
1675110411985,0.0,-81.831612,28.825483
1675110412052,0.0,-81.831612,28.825482
1675110412118,0.0,-81.831612,28.825482
1675110412185,0.0,-81.831612,28.825482
1675110412252,0.0,-81.831612,28.825482
1675110412318,0.0,-81.831612,28.825482
1675110412385,0.0,-81.831612,28.825482
1675110412452,0.0,-81.831612,28.825482
1675110412518,0.0,-81.831612,28.825481
1675110412585,0.0,-81.831612,28.825481
1675110412652,0.0,-81.831612,28.825481
1675110412718,0.0,-81.831612,28.825481
1675110412785,0.0,-81.831612,28.825481
1675110412852,0.0,-81.831612,28.825481
1675110412918,0.0,-81.831612,28.82548
1675110412985,0.0,-81.831612,28.82548
1675110413052,0.0,-81.831612,28.82548
1675110413118,0.0,-81.831612,28.82548
1675110413185,0.0,-81.831612,28.82548
1675110413252,0.0,-81.831612,28.82548
1675110413318,0.0,-81.831612,28.825479
1675110413385,0.0,-81.831612,28.825479
1675110413452,0.0,-81.831612,28.825479
1675110413518,0.0,-81.831612,28.825479
1675110413585,0.0,-81.831611,28.825479
1675110413652,0.0,-81.831611,28.825479
1675110413718,0.0,-81.831611,28.825479
1675110413785,0.0,-81.831611,28.825478
1675110413852,0.0,-81.831611,28.825478
1675110413918,0.0,-81.831611,28.825478
1675110413985,0.0,-81.831611,28.825478
1675110414052,0.0,-81.831611,28.825478
1675110414118,0.0,-81.831611,28.825478
1675110414185,0.0,-81.831611,28.825477
1675110414252,0.0,-81.831611,28.825477
1675110414318,0.0,-81.831611,28.825477
1675110414385,0.0,-81.831611,28.825477
1675110414452,0.0,-81.831611,28.825477
1675110414518,0.0,-81.831611,28.825477
1675110414585,0.0,-81.831611,28.825476
1675110414652,0.0,-81.831611,28.825476
1675110414718,0.0,-81.831611,28.825476
1675110414785,0.0,-81.831611,28.825476
1675110414852,0.0,-81.831611,28.825476
1675110414918,0.0,-81.831611,28.825476
1675110414985,0.01,-81.831611,28.825476
1675110415052,0.01,-81.831611,28.825475
1675110415118,0.01,-81.831611,28.825475
1675110415185,0.02,-81.831611,28.825475
1675110415252,0.03,-81.831611,28.825475
1675110415318,0.03,-81.831611,28.825475
1675110415385,0.05,-81.831611,28.825475
1675110415452,0.06,-81.831611,28.825474
1675110415518,0.08,-81.831611,28.825474
1675110415585,0.1,-81.831611,28.825474
1675110415652,0.12,-81.831611,28.825474
1675110415718,0.15,-81.831611,28.825474
1675110415785,0.18,-81.831611,28.825474
1675110415852,0.22,-81.831611,28.825473
1675110415918,0.26,-81.831611,28.825473
1675110415985,0.31,-81.831611,28.825473
1675110416052,0.36,-81.831611,28.825473
1675110416118,0.42,-81.83161,28.825473
1675110416185,0.49,-81.83161,28.825473
1675110416252,0.56,-81.83161,28.825473
1675110416318,0.63,-81.83161,28.825472
1675110416385,0.71,-81.83161,28.825472
1675110416452,0.8,-81.83161,28.825472
1675110416518,0.89,-81.83161,28.825472
1675110416585,0.99,-81.83161,28.825472
1675110416652,1.1,-81.83161,28.825472
1675110416718,1.21,-81.83161,28.825471
1675110416785,1.33,-81.83161,28.825471
1675110416852,1.46,-81.83161,28.825471
1675110416918,1.59,-81.83161,28.825471
1675110416985,1.72,-81.83161,28.825471
1675110417052,1.86,-81.83161,28.825471
1675110417118,2.01,-81.83161,28.825471
1675110417185,2.16,-81.83161,28.82547
1675110417252,2.31,-81.83161,28.82547
1675110417318,2.47,-81.83161,28.82547
1675110417385,2.64,-81.831609,28.825467
1675110417452,2.8,-81.831608,28.825463
1675110417518,2.97,-81.831608,28.825459
1675110417585,3.15,-81.831607,28.825456
1675110417652,3.32,-81.831606,28.825452
1675110417718,3.5,-81.831605,28.825448
1675110417785,3.68,-81.831604,28.825444
1675110417852,3.85,-81.831603,28.825441
1675110417918,4.04,-81.831602,28.825437
1675110417985,4.22,-81.831601,28.825432
1675110418052,4.4,-81.8316,28.825428
1675110418118,4.58,-81.831599,28.825424
1675110418185,4.75,-81.831598,28.825419
1675110418252,4.93,-81.831597,28.825415
1675110418318,5.11,-81.831596,28.82541
1675110418385,5.28,-81.831595,28.825406
1675110418452,5.45,-81.831594,28.825401
1675110418518,5.62,-81.831593,28.825397
1675110418585,5.79,-81.831592,28.825392
1675110418652,5.95,-81.831591,28.825388
1675110418718,6.11,-81.83159,28.825383
1675110418785,6.27,-81.831589,28.825379
1675110418852,6.42,-81.831588,28.825374
1675110418918,6.56,-81.831587,28.82537
1675110418985,6.71,-81.831586,28.825365
1675110419052,6.85,-81.831585,28.82536
1675110419118,6.98,-81.831584,28.825356
1675110419185,7.11,-81.831583,28.825351
1675110419252,7.24,-81.831581,28.825346
1675110419318,7.36,-81.83158,28.825342
1675110419385,7.48,-81.831579,28.825337
1675110419452,7.59,-81.831578,28.825332
1675110419518,7.7,-81.831577,28.825327
1675110419585,7.81,-81.831576,28.825323
1675110419652,7.91,-81.831575,28.825318
1675110419718,8.01,-81.831574,28.825313
1675110419785,8.11,-81.831573,28.825308
1675110419852,8.2,-81.831572,28.825304
1675110419918,8.3,-81.831571,28.825299
1675110419985,8.38,-81.83157,28.825295
1675110420052,8.47,-81.831569,28.825292
1675110420118,8.55,-81.831568,28.825289
1675110420185,8.63,-81.831567,28.825285
1675110420252,8.71,-81.831567,28.825282
1675110420318,8.79,-81.831566,28.825279
1675110420385,8.86,-81.831565,28.825276
1675110420452,8.93,-81.831564,28.825272
1675110420518,9.0,-81.831564,28.825269
1675110420585,9.07,-81.831563,28.825266
1675110420652,9.13,-81.831562,28.825262
1675110420718,9.19,-81.831561,28.825259
1675110420785,9.25,-81.831561,28.825256
1675110420852,9.31,-81.83156,28.825253
1675110420918,9.37,-81.831559,28.825249
1675110420985,9.42,-81.831553,28.825223
1675110421052,9.48,-81.831547,28.82519
1675110421118,9.53,-81.831542,28.825157
1675110421185,9.58,-81.831536,28.825124
1675110421252,9.63,-81.831531,28.825091
1675110421318,9.67,-81.831526,28.825058
1675110421385,9.72,-81.831521,28.825025
1675110421452,9.76,-81.831494,28.825036
1675110421518,9.8,-81.831464,28.825056
1675110421585,9.85,-81.831433,28.825075
1675110421652,9.89,-81.831402,28.825095
1675110421718,9.93,-81.831371,28.825114
1675110421785,9.97,-81.831341,28.825134
1675110421852,10.0,-81.83131,28.825154
1675110421918,10.04,-81.831279,28.825173
1675110421985,10.08,-81.831269,28.82518
1675110422052,10.12,-81.831263,28.825183
1675110422118,10.15,-81.831258,28.825186
1675110422185,10.19,-81.831253,28.82519
1675110422252,10.23,-81.831247,28.825193
1675110422318,10.27,-81.831242,28.825196
1675110422385,10.3,-81.831237,28.8252
1675110422452,10.34,-81.831231,28.825203
1675110422518,10.38,-81.831226,28.825207
1675110422585,10.42,-81.831221,28.82521
1675110422652,10.46,-81.831216,28.825213
1675110422718,10.51,-81.83121,28.825217
1675110422785,10.55,-81.831205,28.82522
1675110422852,10.59,-81.8312,28.825223
1675110422918,10.64,-81.831194,28.825227
1675110422985,10.69,-81.831188,28.825231
1675110423052,10.74,-81.831182,28.825235
1675110423118,10.79,-81.831176,28.825239
1675110423185,10.85,-81.831169,28.825243
1675110423252,10.9,-81.831163,28.825247
1675110423318,10.96,-81.831157,28.825251
1675110423385,11.02,-81.83115,28.825255
1675110423452,11.09,-81.831144,28.825259
1675110423518,11.15,-81.831138,28.825263
1675110423585,11.22,-81.831131,28.825267
1675110423652,11.29,-81.831125,28.825271
1675110423718,11.36,-81.831119,28.825275
1675110423785,11.43,-81.831113,28.825279
1675110423852,11.51,-81.831106,28.825283
1675110423918,11.59,-81.8311,28.825287
1675110423985,11.67,-81.831092,28.825292
1675110424052,11.75,-81.831083,28.825297
1675110424118,11.83,-81.831075,28.825303
1675110424185,11.92,-81.831066,28.825308
1675110424252,12.0,-81.831058,28.825314
1675110424318,12.09,-81.831049,28.825319
1675110424385,12.18,-81.831041,28.825324
1675110424452,12.27,-81.831032,28.82533
1675110424518,12.37,-81.831024,28.825335
1675110424585,12.46,-81.831015,28.825341
1675110424652,12.56,-81.831007,28.825346
1675110424718,12.65,-81.830998,28.825351
1675110424785,12.75,-81.83099,28.825357
1675110424852,12.84,-81.830981,28.825362
1675110424918,12.94,-81.830973,28.825368
1675110424985,13.04,-81.830964,28.825373
1675110425052,13.14,-81.830956,28.825378
1675110425118,13.23,-81.830948,28.825383
1675110425185,13.33,-81.83094,28.825388
1675110425252,13.43,-81.830932,28.825394
1675110425318,13.52,-81.830924,28.825399
1675110425385,13.62,-81.830916,28.825404
1675110425452,13.72,-81.830907,28.825409
1675110425518,13.81,-81.830899,28.825414
1675110425585,13.91,-81.830891,28.825419
1675110425652,14.01,-81.830883,28.825425
1675110425718,14.1,-81.830875,28.82543
1675110425785,14.2,-81.830867,28.825435
1675110425852,14.29,-81.830859,28.82544
1675110425918,14.38,-81.830851,28.825445
1675110425985,14.47,-81.830841,28.825451
1675110426052,14.57,-81.830832,28.825457
1675110426118,14.66,-81.830823,28.825463
1675110426185,14.75,-81.830813,28.825469
1675110426252,14.84,-81.830804,28.825475
1675110426318,14.93,-81.830795,28.825481
1675110426385,15.02,-81.830785,28.825487
1675110426452,15.11,-81.830776,28.825492
1675110426518,15.2,-81.830767,28.825498
1675110426585,15.29,-81.830757,28.825504
1675110426652,15.38,-81.830747,28.82551
1675110426718,15.47,-81.830738,28.825515
1675110426785,15.56,-81.830729,28.825521
1675110426852,15.65,-81.830719,28.825527
1675110426918,15.73,-81.83071,28.825532
1675110426985,15.82,-81.8307,28.825538
1675110427052,15.91,-81.830691,28.825544
1675110427118,16.0,-81.830681,28.825549
1675110427185,16.09,-81.830672,28.825555
1675110427252,16.18,-81.830663,28.82556
1675110427318,16.27,-81.830653,28.825566
1675110427385,16.36,-81.830644,28.825572
1675110427452,16.45,-81.830634,28.825577
1675110427518,16.54,-81.830625,28.825583
1675110427585,16.63,-81.830616,28.825589
1675110427652,16.72,-81.830606,28.825594
1675110427718,16.81,-81.830597,28.8256
1675110427785,16.9,-81.830588,28.825605
1675110427852,16.99,-81.830578,28.825611
